Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2023-09-06,Hardcore,1979,https://boxd.it/XyA,A conservative Midwest businessman ventures into the sordid underworld of pornography in search of his runaway teenage daughter who’s making hardcore films in the pits of Los Angeles.,Paul Schrader,,Drama,Mystery,USA,,3.77,45842.0
2023-09-06,Swept Away,1974,https://boxd.it/17cY,A spoiled rich woman and a brutish Communist deckhand become stranded alone on a desert island after venturing away from their cruise.,Lina Wertmüller,,Romance,Comedy,Italy,,3.64,8299.0
2023-09-07,Long Day's Journey into Night,2018,https://boxd.it/hw1I,"Luo Hongwu returns to Kaili, the hometown from which he fled many years ago. He begins the search for the woman he loved and whom he has never been able to forget.",Bi Gan,,Drama,Mystery,China,France,3.94,34069.0
2023-09-11,Paprika,2006,https://boxd.it/23wW,"When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it and recover it before damage is done: Paprika.",Satoshi Kon,,Animation,Thriller,Japan,,4.09,394812.0
2023-09-12,Messiah of Evil,1973,https://boxd.it/1wLY,"A young woman searching for her missing artist father finds herself in the strange seaside town of Point Dume, which seems to be under the influence of a mysterious undead cult.",Willard Huyck,Gloria Katz,Horror,Mystery,USA,,3.54,26482.0
2023-09-12,Kuroneko,1968,https://boxd.it/12mE,"In the Sengoku period, a woman and her daughter are raped and murdered by soldiers during a time of civil war. Afterwards, a series of samurai returning from the war through that area are found mysteriously dead with their throats torn out. The governor calls in a wild and fierce young hero to quell what is evidently an Onryō ghost. He encounters the two beautiful women in an eerie, beautiful scene. After spiritual purification, he meets the demon in a thrilling fight.",Kaneto Shindō,,Horror,Fantasy,Japan,,4.05,26481.0
2023-09-12,Kotoko,2011,https://boxd.it/3030,"Suffering from double vision, a single mother tries to take care of her baby in the grip of terrifying hallucinations. Experiencing a nervous breakdown, she is deemed unfit to take care of her child and has it taken away from her. The only respite the mother has from her visions is when she sings. An award-winning novelist overhears her singing whilst riding the bus and the pair subsequently develop a volatile relationship.",Shinya Tsukamoto,,Drama,Horror,Japan,,3.85,14771.0
2023-09-15,Prince of the City,1981,https://boxd.it/1hQY,"New York City detective Daniel Ciello agrees to help the United States Department of Justice help eliminate corruption in the police department, as long as he will not have to turn in any close friends. In doing so, Ciello uncovers a conspiracy within the force to smuggle drugs to street informants.",Sidney Lumet,,Crime,Thriller,USA,,3.81,9536.0
2023-09-17,The Forgiven,2021,https://boxd.it/iYWa,"Over a weekend in the High Atlas Mountains of Morocco, a random accident reverberates through the lives of both the local Muslims and Western visitors to a house party in a grand villa.",John Michael McDonagh,,Drama,,Morocco,UK,2.91,10868.0
2023-09-18,The Masque of the Red Death,1964,https://boxd.it/1w12,"A European prince terrorizes the local peasantry while using his castle as a refuge against the ""Red Death"" plague that stalks the land.",Roger Corman,,Drama,Horror,USA,UK,3.62,29772.0
2023-09-23,America Latina,2021,https://boxd.it/uovQ,"Massimo Sisti is a reputable professional with a nice house, a happy marriage, and two loving daughters, whose life is turned upside down when one day he finds a little girl tied up in his basement.",Fabio D'Innocenzo,Damiano D'Innocenzo,Thriller,,France,Italy,2.99,5056.0
2023-09-26,No One Will Save You,2023,https://boxd.it/uUO6,A lonely woman battles extraterrestrials who threaten her future while forcing her to face her past.,Brian Duffield,,Science Fiction,Mystery,USA,,3.03,214641.0
2023-09-28,The Cremator,1969,https://boxd.it/1H8y,"In 1930s Prague, a Czech cremator who firmly believes cremation relieves one from earthly suffering is drawn inexorably to Nazism.",Juraj Herz,,Horror,Drama,Czechoslovakia,,4.27,37122.0
2023-09-29,The Creator,2023,https://boxd.it/oXWq,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",Gareth Edwards,,Action,Science Fiction,Canada,USA,3.28,399448.0
2023-10-02,Blood Simple,1984,https://boxd.it/1U16,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",Joel Coen,,Crime,Drama,USA,,3.9,155294.0
2023-10-13,Unsane,2018,https://boxd.it/gKrS,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,Steven Soderbergh,,Horror,Thriller,USA,,3.27,78382.0
2023-10-21,Babette's Feast,1987,https://boxd.it/1SYU,A French housekeeper with a mysterious past brings quiet revolution in the form of one exquisite meal to a circle of starkly pious villagers in late 19th century Denmark.,Gabriel Axel,,Drama,,Denmark,,4.03,28017.0
2023-10-21,May,2002,https://boxd.it/1V8M,A socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands.,Lucky McKee,,Comedy,Horror,USA,,3.6,82334.0
2023-10-26,Basket Case,1982,https://boxd.it/1qV4,"A young man carrying a big basket that contains his extremely deformed, formerly conjoined twin brother seeks vengeance on the doctors who separated them against their will.",Frank Henenlotter,,Comedy,Horror,USA,,3.26,45588.0
2023-10-30,Quiz Show,1994,https://boxd.it/1TPa,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",Robert Redford,,Mystery,Drama,USA,,3.81,47199.0
2023-11-11,Custody,2017,https://boxd.it/g6we,"In the midst of a divorce, Miriam Besson decides to ask for exclusive custody of her son, in order to protect him from a father that she is accusing of violence. The judge-in-charge of the file grants a shared custody to the father whom it considers abused. Taken as a hostage between his parents, Julien Besson will do everything to prevent the worst from happening.",Xavier Legrand,,Drama,Thriller,France,,3.9,16146.0
2023-11-20,The Wrong Man,1956,https://boxd.it/1AqK,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",Alfred Hitchcock,,Crime,Drama,USA,,3.77,32417.0
2023-11-24,Cruel Intentions,1999,https://boxd.it/29Be,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",Roger Kumble,,Drama,Romance,USA,,3.26,237458.0
2023-12-01,Legend,1985,https://boxd.it/1SCY,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",Ridley Scott,,Adventure,Fantasy,USA,UK,3.14,66261.0
2023-12-06,The Tatami Galaxy,2010,https://boxd.it/oL50,"When a college dropout stops for a late night bite at a mysterious ramen stand, he crosses paths with a self-proclaimed deity of matrimony. This bizarre meeting sends the young man hurtling through a horrifying flashback to his not-so-glorious college days when the influence of a cruel new friend turned him from a hopeless romantic into a mischievous “black cupid.”",Masaaki Yuasa,Akitoshi Yokoyama,Comedy,Drama,Japan,,4.48,17730.0
2023-12-08,World on a Wire,1973,https://boxd.it/B9me,Cybernetics engineer Fred Stiller uncovers a massive corporate conspiracy involving a virtual reality computer project.,Rainer Werner Fassbinder,,Mystery,Drama,Germany,,4.1,14848.0
2023-12-12,When Evil Lurks,2023,https://boxd.it/rXBe,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",Demián Rugna,,Horror,Thriller,Argentina,USA,3.53,304150.0
2023-12-12,Buffalo '66,1998,https://boxd.it/1YC6,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",Vincent Gallo,,Drama,Comedy,USA,,3.82,249515.0
2023-12-16,Excalibur,1981,https://boxd.it/1TDI,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"" chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately, his death.",John Boorman,,Fantasy,Adventure,UK,USA,3.71,45304.0
2023-12-28,La Grande Bouffe,1973,https://boxd.it/1X5q,Four friends gather at a villa with the intention of eating themselves to death.,Marco Ferreri,,Drama,Comedy,France,Italy,3.62,17320.0
2023-12-29,The Name of the Rose,1986,https://boxd.it/2aUw,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence; which is considerable.",Jean-Jacques Annaud,,Drama,Mystery,France,Germany,3.68,75330.0
2024-01-04,Gaslight,1944,https://boxd.it/1PYs,A newlywed fears she's going mad when strange things start happening at the family mansion.,George Cukor,,Drama,Crime,USA,,4.02,50595.0
2024-01-05,The Taste of Things,2023,https://boxd.it/Arke,"Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",Trần Anh Hùng,,Romance,Drama,Belgium,France,3.96,78017.0
2024-01-11,In a Lonely Place,1950,https://boxd.it/1JgO,"A screenwriter with a violent temper is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Nicholas Ray,,Romance,Mystery,USA,,4.2,65409.0
2024-01-26,Miracle Mile,1988,https://boxd.it/1x68,"After 30 years of searching, Harry has finally met the girl of his dreams. Unfortunately, before they even have a chance to go on their first date, Harry intercepts some chilling news: WWIII has begun and nuclear missiles will destroy Los Angeles in less than an hour!",Steve De Jarnatt,,Thriller,Comedy,USA,,3.81,30772.0
2024-01-31,Dillinger Is Dead,1969,https://boxd.it/otU,A man decides to cook for himself and finds a revolver (which may have belonged to John Dillinger) hidden in his kitchen.,Marco Ferreri,,Drama,,Italy,,3.76,4466.0
2024-02-08,Mephisto,1981,https://boxd.it/1SN8,"A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and friends flee or are ground under by the Nazi terror, the popularity of his character supercedes his own existence until he finds that his best performance is keeping up appearances for his Nazi patrons.",István Szabó,,Drama,,Austria,Germany,3.89,8292.0
